"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"C2";"0603C";1;"1uF";;;
2;"FD1";"FIDUCIAL_23";1;"FIDUCIAL";;;
3;"H1,H2";"HOLE_3.2mm";2;"HOLE_3.2mm";;;
4;",,,,,,,,,,,,,,,,,,,";"buzzardLabel";20;"";;;
5;"R1,R2";"0603R";2;"5.1k";;;
6;"C1,C4";"0603C";2;"2.2uF";;;
7;"S2,S3";"SWITCH_ON_OFF_ON_3296";2;"SK-3296S-01-L1";;;
8;"U1";"AS7805ADTR";1;"AS7805ADTR";;;
9;"C3";"0603C";1;"0.1uF";;;
10;"R3";"0402R";1;"2k2";;;
11;"D2";"M4_DIODA";1;"M4_DIODA";;;
12;"S1";"SK-3245S-L3-B";1;"SK-3245S-L3-B";;;
13;"D1";"SOD-323";1;"BAT20J";;;
14;"U2";"SOT-23-5";1;"SE5218";;;
15;"G***";"Symbol-Front-USB";1;"LOGO";;;
16;"D3";"0402LED";1;"purple";;;
17;"REF**";"Logo-Back-SolderedFULL-20mm";1;"Logo-Front-SolderedFULL-20mm";;;
18;"G***";"Logo-Back-OSH-3.5mm";1;"LOGO";;;
19;"K2";"DC_JACK";1;"DC_JACK";;;
20;"K1";"U262-161N-4BVC11";1;"U262-161N-4BVC11";;;
21;"JP1";"SMD-JUMPER-CONNECTED_TRACE_SLODERMASK";1;"SMD-JUMPER-CONNECTED_TRACE_SLODERMASK";;;
22;"G***";"Logo-Front-Soldered-5mm";1;"LOGO";;;
23;"K3,K4,K6,K5";"HEADER_MALE_2X1";4;"HEADER_MALE_2X1";;;
24;"REF**";"Version1.1.1.";1;"Version1.1.1.";;;
